1
70	 0YOUR FEET ARE NOW WET.
71	 0THERE IS NOTHING HERE TO EAT.
72	 0EATEN!
73	 0THERE IS NO DRINKABLE WATER HERE.
74	 0THE BOTTLE OF WATER IS NOW EMPTY.
75	 0RUBBING THE ELECTRIC LAMP IS NOT PARTICULARLY REWARDING.
75	 0ANYWAY, NOTHING EXCITING HAPPENS.
76	 0PECULIAR.  NOTHING UNEXPECTED HAPPENS.
77	 0YOUR BOTTLE IS EMPTY AND THE GROUND IS WET.
78	 0YOU CAN'T POUR THAT.
79	 0WATCH IT!
80	 0WHICH WAY?
-1
0
